"","age","educ","black","married","nodegree","re74","re75","re78","hisp","sample","treat","educ_cat4"
"1853",20,11,0,0,1,1110.904,2076.774,12065.64,0,2,0,1
"1854",42,12,0,1,0,19586.79,14238.44,13763.54,0,2,0,2
"1855",20,12,0,0,0,619.1283,3428.468,8672.777,0,2,0,2
"1856",20,12,0,0,0,7929.153,11160.87,14195.04,0,2,0,2
"1857",20,12,0,0,0,6334.31,3061.452,0,0,2,0,2
"1858",20,12,0,0,0,1347.976,6466.645,14693.04,0,2,0,2
"1859",20,12,0,0,0,3393.45,3226.161,6073.456,0,2,0,2
"1860",42,10,0,1,1,16624.38,16001.9,13450.27,0,2,0,1
"1861",42,9,0,1,1,25862.32,25243.55,0,0,2,0,1
"1862",54,7,0,1,1,9698.371,10473.39,7758.064,0,2,0,1
"1863",21,15,0,0,0,2972.208,3731.032,774.3287,0,2,0,3
"1864",42,8,0,1,1,25862.32,25243.55,0,0,2,0,1
"1865",21,15,0,0,0,3763.751,5084.516,3440.147,0,2,0,3
"1866",42,7,0,1,1,21357.97,22611.77,13767.98,0,2,0,1
"1867",21,14,0,0,0,0,0,0,0,2,0,3
"1868",36,11,0,1,1,23150.7,24267.82,0,0,2,0,1
"1869",20,14,0,0,0,6563.544,6975.097,16553.49,1,2,0,3
"1870",36,11,0,1,1,18289.76,15334.11,15259,0,2,0,1
"1871",21,13,0,0,0,43.10387,7003.742,2980.574,0,2,0,3
"1872",21,13,0,0,0,12790.09,6207.048,13726.6,0,2,0,3
"1873",36,12,0,1,0,21957.5,22054.98,12575.45,0,2,0,2
"1874",36,12,0,1,0,19381.07,18664.11,18480.45,0,2,0,2
"1875",46,9,0,1,1,16530.33,12546.58,12879.87,0,2,0,1
"1876",42,12,0,1,0,21834.07,11189.52,14670.87,1,2,0,2
"1877",21,12,0,0,0,16845.78,0,20467.99,0,2,0,2
"1878",21,12,0,0,0,11475.43,13776.53,11275.05,0,2,0,2
"1879",21,12,0,0,0,12611.8,12775.74,13436.97,0,2,0,2
"1880",21,12,0,0,0,4137.972,3772.21,11888.31,0,2,0,2
"1881",21,12,0,0,0,0,7245.436,25564.67,0,2,0,2
"1882",21,12,0,0,0,0,3331.79,15103.84,0,2,0,2
"1883",22,16,0,0,0,1418.509,4508.032,4626.762,0,2,0,4
"1884",46,8,0,1,1,25862.32,25243.55,12562.15,0,2,0,1
"1885",36,9,0,1,1,21148.33,19758,19711.39,0,2,0,1
"1886",22,15,0,0,0,3511.006,0,9854.959,0,2,0,3
"1887",30,14,0,0,0,6157.976,392.0807,2636.264,1,2,0,3
"1888",46,6,0,1,1,0,0,0,0,2,0,1
"1889",27,18,0,0,0,879.7108,3544.839,2194.424,0,2,0,4
"1890",29,12,0,0,0,25862.32,25243.55,25564.67,0,2,0,2
"1891",29,12,0,0,0,21203.19,20726.56,25564.67,0,2,0,2
"1892",28,15,0,0,0,21030.77,24593.66,1689.042,0,2,0,3
"1893",36,13,0,1,0,14373.18,14474.76,16507.68,1,2,0,3
"1894",22,12,0,0,0,12237.58,10274.66,13572.92,0,2,0,2
"1895",22,12,0,0,0,0,2909.274,20392.63,0,2,0,2
"1896",35,18,0,1,0,1050.167,0,0,0,2,0,4
"1897",23,15,0,0,0,7850.782,10405.35,17342.6,0,2,0,3
"1898",46,4,0,1,1,13951.94,16426.21,25564.67,0,2,0,1
"1899",28,13,0,0,0,8991.075,1280.081,6371.957,0,2,0,3
"1900",35,17,0,1,0,12946.83,0,12476.45,0,2,0,4
"1901",36,4,0,1,1,25862.32,25243.55,25564.67,0,2,0,1
"1902",40,12,1,1,0,18863.82,11397.19,18665.16,0,2,0,2
"1903",26,16,0,0,0,14398.65,2941.5,25564.67,0,2,0,4
"1904",24,15,0,0,0,0,4294.984,25564.67,0,2,0,3
"1905",35,16,0,1,0,25862.32,25243.55,0,0,2,0,4
"1906",38,13,0,0,0,21318.78,23163.19,25564.67,0,2,0,3
"1907",48,18,1,1,0,0,3544.839,700.4424,0,2,0,4
"1908",35,15,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1909",23,12,0,0,0,1018.819,5972.516,16744.12,0,2,0,2
"1910",46,6,0,1,1,12848.87,10881.58,10895.28,1,2,0,1
"1911",24,13,0,0,0,0,6613.452,3404.682,0,2,0,3
"1912",43,13,0,0,0,25821.18,23913.34,18507.05,0,2,0,3
"1913",27,12,0,0,0,795.4623,5653.839,11443.51,0,2,0,2
"1914",47,18,0,1,0,22537.45,23279.56,25564.67,0,2,0,4
"1915",24,12,0,0,0,18597.36,10246.02,19665.59,0,2,0,2
"1916",24,12,0,0,0,0,2194.936,1721.552,0,2,0,2
"1917",35,11,0,1,1,20874.03,21018.39,23955.43,0,2,0,1
"1918",35,18,0,1,0,17841.08,24640.21,93.09677,1,2,0,4
"1919",26,12,0,0,0,11453.87,12684.44,11526.27,0,2,0,2
"1920",35,12,0,1,0,5483.988,13031.76,25564.67,0,2,0,2
"1921",25,12,0,0,0,1902.448,3555.581,1400.885,0,2,0,2
"1922",35,12,0,1,0,21105.22,22135.55,21957.54,0,2,0,2
"1923",35,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1924",35,10,0,1,1,14279.14,22515.1,6676.369,0,2,0,1
"1925",41,11,0,1,1,4586.644,1289.032,13895.06,0,2,0,1
"1926",23,13,0,0,0,8473.829,0,12436.55,1,2,0,3
"1927",35,8,0,1,1,2241.401,2399.032,9460.405,0,2,0,1
"1928",35,8,0,1,1,0,0,0,0,2,0,1
"1929",34,18,0,1,0,25411.69,24742.26,23377.63,0,2,0,4
"1930",34,18,0,1,0,11538.12,6556.161,13793.1,0,2,0,4
"1931",41,8,0,1,1,15732.91,12419.47,14828.99,0,2,0,1
"1932",48,8,1,1,1,11602.78,11486.71,16393.9,0,2,0,1
"1933",26,12,0,0,0,22321.93,1852.984,15604.79,1,2,0,2
"1934",34,16,0,1,0,19592.67,6713.709,9990.909,0,2,0,4
"1935",51,14,1,1,0,14526,14660.95,25564.67,0,2,0,3
"1936",34,15,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1937",44,12,1,1,0,6473.417,6482.758,6804.931,0,2,0,2
"1938",50,16,0,0,0,25862.32,25243.55,25564.67,1,2,0,4
"1939",39,14,1,1,0,25862.32,25243.55,9370.265,0,2,0,3
"1940",54,5,1,1,1,0,0,0,0,2,0,1
"1941",50,8,0,0,1,4557.254,2905.694,480.2611,0,2,0,1
"1942",34,12,0,1,0,13965.65,13373.71,14056.13,0,2,0,2
"1943",45,10,0,1,1,13867.69,9375.919,10042.63,0,2,0,1
"1944",37,12,0,0,0,1173.601,7114.742,8084.642,0,2,0,2
"1945",50,7,0,0,1,5427.169,3206.468,0,0,2,0,1
"1946",39,12,1,1,0,25862.32,25243.55,25564.67,0,2,0,2
"1947",34,16,0,1,0,25862.32,25243.55,25564.67,1,2,0,4
"1948",34,8,0,1,1,24163.64,19054.4,21542.3,0,2,0,1
"1949",45,8,0,1,1,14719.97,14632.31,15239.79,0,2,0,1
"1950",33,18,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"1951",34,7,0,1,1,18546.42,15162.24,18906.03,0,2,0,1
"1952",45,6,0,1,1,25862.32,25243.55,25564.67,0,2,0,1
"1953",33,16,0,1,0,11963.28,4975.307,20779.79,0,2,0,4
"1954",33,16,0,1,0,22376.79,23270.61,25564.67,0,2,0,4
"1955",34,12,0,1,0,16826.18,17600.66,0,1,2,0,2
"1956",45,9,0,1,1,25862.32,25243.55,25564.67,1,2,0,1
"1957",33,14,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1958",40,11,0,1,1,18861.86,18137.76,18037.13,0,2,0,1
"1959",33,13,0,1,0,18957.87,17765.37,25564.67,0,2,0,3
"1960",42,12,0,0,0,9553.385,9742.936,14218.69,0,2,0,2
"1961",33,11,0,1,1,0,0,0,0,2,0,1
"1962",33,11,0,1,1,25846.65,25243.55,22488.04,0,2,0,1
"1963",40,10,0,1,1,1543.902,1342.742,0,0,2,0,1
"1964",33,12,0,1,0,10819.07,6369.968,2936.243,0,2,0,2
"1965",33,12,0,1,0,20466.5,20116.06,19132.12,0,2,0,2
"1966",33,12,0,1,0,19314.45,20619.14,21319.16,0,2,0,2
"1967",28,17,1,1,0,23883.46,22273.4,20796.05,0,2,0,4
"1968",40,9,0,1,1,3922.452,0,13596.56,0,2,0,1
"1969",33,9,0,1,1,25862.32,25243.55,25564.67,0,2,0,1
"1970",33,9,0,1,1,16734.1,17930.08,23627.37,0,2,0,1
"1971",46,11,0,0,1,19961.01,23159.61,21595.5,0,2,0,1
"1972",40,8,0,1,1,25862.32,20794.6,16639.2,0,2,0,1
"1973",33,8,0,1,1,25862.32,19389.19,23721.95,0,2,0,1
"1974",33,15,0,1,0,20133.43,20006.86,10163.8,1,2,0,3
"1975",18,12,0,1,0,2415.776,2461.694,17109.12,0,2,0,2
"1976",33,14,0,1,0,22798.03,22787.23,25564.67,1,2,0,3
"1977",46,9,0,0,1,25862.32,25243.55,20340.91,0,2,0,1
"1978",32,16,0,1,0,25033.55,25243.55,25564.67,0,2,0,4
"1979",33,6,0,1,1,5497.703,5131.064,4920.83,0,2,0,1
"1980",32,15,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1981",17,12,1,0,0,0,449.371,10784.45,0,2,0,2
"1982",33,12,0,1,0,14494.66,9782.322,21183.21,1,2,0,2
"1983",38,12,1,1,0,18424.95,19244.18,19557.71,0,2,0,2
"1984",32,13,0,1,0,14594.58,16093.21,25564.67,0,2,0,3
"1985",46,14,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"1986",32,12,0,1,0,11248.15,23816.66,8921.035,0,2,0,2
"1987",32,12,0,1,0,2878.163,114.5806,0,0,2,0,2
"1988",32,12,0,1,0,25862.32,25243.55,23587.47,0,2,0,2
"1989",32,12,0,1,0,10088.26,639.1451,0,0,2,0,2
"1990",31,18,0,1,0,18640.46,14626.94,24422.39,0,2,0,4
"1991",31,18,0,1,0,22860.72,22780.06,25564.67,0,2,0,4
"1992",32,9,0,1,1,25862.32,25012.6,25561.71,0,2,0,1
"1993",31,17,0,1,0,0,1618.452,0,0,2,0,4
"1994",31,17,0,1,0,0,10.74194,0,0,2,0,4
"1995",32,8,0,1,1,25862.32,21231.44,25564.67,0,2,0,1
"1996",19,12,0,1,0,2182.623,5268.919,15823.5,0,2,0,2
"1997",19,12,0,1,0,2125.804,4388.081,20852.2,0,2,0,2
"1998",19,12,0,1,0,2329.568,5118.532,20797.52,0,2,0,2
"1999",19,12,0,1,0,9798.293,10582.6,4997.671,0,2,0,2
"2000",31,16,0,1,0,18552.3,18637.26,21718.15,0,2,0,4
"2001",31,16,0,1,0,21677.33,25243.55,25564.67,0,2,0,4
"2002",41,18,0,0,0,0,0,0,0,2,0,4
"2003",32,7,0,1,1,8724.615,13225.11,16119.04,0,2,0,1
"2004",35,15,0,0,0,22874.44,20817.87,22996.38,0,2,0,3
"2005",55,8,0,0,1,8575.711,4441.791,11314.95,0,2,0,1
"2006",31,14,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"2007",41,16,0,0,0,25680.11,25243.55,25564.67,0,2,0,4
"2008",55,7,0,0,1,0,0,0,0,2,0,1
"2009",31,11,0,1,1,24741.62,23467.55,25551.37,0,2,0,1
"2010",30,18,0,1,0,9719.923,19799.18,25564.67,0,2,0,4
"2011",30,18,0,1,0,12114.15,25243.55,0,0,2,0,4
"2012",30,18,0,1,0,0,0,0,0,2,0,4
"2013",31,12,0,1,0,23652.27,6228.532,22403.81,0,2,0,2
"2014",31,12,0,1,0,17114.2,16281.19,17636.67,0,2,0,2
"2015",31,12,0,1,0,0,0,0,0,2,0,2
"2016",41,14,0,0,0,25862.32,25243.55,25564.67,0,2,0,3
"2017",31,10,0,1,1,17165.14,21086.42,0,0,2,0,1
"2018",20,14,0,1,0,3266.098,3861.726,17199.26,0,2,0,3
"2019",39,10,0,1,1,25862.32,25243.55,25564.67,0,2,0,1
"2020",20,13,0,1,0,33.30754,1312.306,12299.12,0,2,0,3
"2021",30,16,0,1,0,19038.2,11467.02,24933.68,0,2,0,4
"2022",30,16,0,1,0,11685.07,2148.387,21639.83,0,2,0,4
"2023",30,16,0,1,0,18025.25,17502.19,19777.89,0,2,0,4
"2024",30,16,0,1,0,13771.69,19924.5,65.01997,0,2,0,4
"2025",39,9,0,1,1,18405.35,18127.02,23317.05,0,2,0,1
"2026",20,12,0,1,0,12145.5,791.3226,13683.75,0,2,0,2
"2027",31,8,0,1,1,24018.65,25243.55,23807.65,0,2,0,1
"2028",20,12,0,1,0,14798.34,14793.44,17187.44,0,2,0,2
"2029",20,12,0,1,0,15787.77,24056.56,25564.67,0,2,0,2
"2030",20,12,0,1,0,0,0,0,0,2,0,2
"2031",20,12,0,1,0,12043.61,14945.61,22427.46,0,2,0,2
"2032",20,12,0,1,0,1302.912,2604.919,11022.36,0,2,0,2
"2033",20,12,0,1,0,8544.362,18193.26,25564.67,0,2,0,2
"2034",20,12,0,1,0,12024.02,17380.45,25181.94,0,2,0,2
"2035",49,8,0,0,1,270.3788,0,0,0,2,0,1
"2036",55,3,0,0,1,16967.25,15939.24,11439.08,0,2,0,1
"2037",41,9,0,0,1,9077.283,11139.39,5918.295,0,2,0,1
"2038",20,9,0,1,1,1557.617,0,6525.641,0,2,0,1
"2039",30,14,0,1,0,21569.57,21512.52,18693.24,0,2,0,3
"2040",16,10,0,0,1,0,0,1399.407,0,2,0,1
"2041",16,10,0,0,1,0,572.9032,11116.94,0,2,0,1
"2042",29,18,0,1,0,18473.93,19593.29,20633.5,0,2,0,4
"2043",29,18,0,1,0,25862.32,3806.226,0,0,2,0,4
"2044",29,18,0,1,0,18507.23,20839.36,25564.67,0,2,0,4
"2045",16,10,0,0,1,0,1271.129,4942.996,0,2,0,1
"2046",16,10,0,0,1,0,560.371,1912.178,0,2,0,1
"2047",16,10,0,0,1,0,261.3871,9157.472,0,2,0,1
"2048",16,10,0,0,1,0,69.82258,1259.023,0,2,0,1
"2049",21,15,0,1,0,1567.413,5123.903,13515.29,0,2,0,3
"2050",30,13,0,1,0,1063.882,0,0,0,2,0,3
"2051",30,11,0,1,1,25068.82,25243.55,25564.67,0,2,0,1
"2052",16,9,0,0,1,0,0,1971.287,0,2,0,1
"2053",16,9,0,0,1,0,0,0,0,2,0,1
"2054",29,17,0,1,0,0,0,4369.638,0,2,0,4
"2055",29,17,0,1,0,19124.4,18966.68,19662.63,0,2,0,4
"2056",37,12,1,1,0,0,0,0,0,2,0,2
"2057",16,9,0,0,1,164.5784,517.4032,3617.475,0,2,0,1
"2058",16,9,0,0,1,3405.206,3086.516,9356.965,0,2,0,1
"2059",30,12,0,1,0,0,0,24502.18,0,2,0,2
"2060",31,12,0,1,0,16822.27,13037.13,11594.24,1,2,0,2
"2061",21,14,0,1,0,9759.108,13173.19,25564.67,0,2,0,3
"2062",21,14,0,1,0,10201.9,25243.55,25564.67,0,2,0,3
"2063",30,12,0,1,0,5803.348,9635.517,20562.56,0,2,0,2
"2064",30,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"2065",30,12,0,1,0,12547.14,25243.55,25564.67,0,2,0,2
"2066",30,10,0,1,1,25862.32,25243.55,0,0,2,0,1
"2067",30,10,0,1,1,20909.29,16914.97,21038.39,0,2,0,1
"2068",16,8,0,0,1,0,0,0,0,2,0,1
"2069",29,16,0,1,0,25862.32,25243.55,0,0,2,0,4
"2070",29,16,0,1,0,0,0,0,0,2,0,4
"2071",29,16,0,1,0,17701.97,25243.55,25564.67,0,2,0,4
"2072",29,16,0,1,0,0,0,0,0,2,0,4
"2073",29,16,0,1,0,5002.008,2834.081,0,0,2,0,4
"2074",21,13,0,1,0,7502.033,6173.032,25564.67,0,2,0,3
"2075",49,4,0,0,1,17055.42,17523.68,17060.35,0,2,0,1
"2076",30,9,0,1,1,10954.26,10779.53,11684.38,0,2,0,1
"2077",29,15,0,1,0,12931.16,14367.34,14629.49,0,2,0,3
"2078",29,15,0,1,0,5744.57,4969.936,4900.141,0,2,0,3
"2079",21,12,0,1,0,11301.05,13538.42,21898.43,0,2,0,2
"2080",21,12,0,1,0,9647.43,13674.48,6971.914,0,2,0,2
"2081",21,12,0,1,0,21965.34,21956.52,25564.67,0,2,0,2
"2082",21,12,0,1,0,9529.874,17421.63,17811.04,0,2,0,2
"2083",21,12,0,1,0,10284.19,6738.774,7067.966,0,2,0,2
"2084",21,12,0,1,0,6653.67,8704.549,9407.207,0,2,0,2
"2085",21,12,0,1,0,1105.026,0,2361.407,0,2,0,2
"2086",21,12,0,1,0,17351.27,13493.66,16695.36,0,2,0,2
"2087",21,12,0,1,0,11649.8,13031.76,18545.47,0,2,0,2
"2088",22,16,0,1,0,3123.071,14209.79,25564.67,0,2,0,4
"2089",22,16,0,1,0,5638.77,8794.064,25564.67,0,2,0,4
"2090",28,18,0,1,0,135.1894,0,0,0,2,0,4
"2091",28,18,0,1,0,11685.07,18889.69,106.3963,0,2,0,4
"2092",30,8,0,1,1,17543.28,14977.84,25564.67,0,2,0,1
"2093",29,14,0,1,0,17525.64,19126.02,17933.69,0,2,0,3
"2094",29,14,0,1,0,25862.32,25243.55,25564.67,0,2,0,3
"2095",29,14,0,1,0,19104.81,19596.87,25564.67,0,2,0,3
"2096",22,15,0,1,0,2123.845,862.9355,24175.61,0,2,0,3
"2097",22,15,0,1,0,5391.902,11364.97,19528.16,0,2,0,3
"2098",28,17,0,1,0,17339.51,15344.85,20447.3,0,2,0,4
"2099",30,7,0,1,1,25711.46,18295.31,25564.67,0,2,0,1
"2100",30,14,0,1,0,25862.32,25243.55,25269.12,1,2,0,3
"2101",29,13,0,1,0,20791.74,22789.02,15176.25,0,2,0,3
"2102",28,16,0,1,0,23605.25,24699.29,25564.67,0,2,0,4
"2103",29,11,0,1,1,4668.933,0,843.7819,0,2,0,1
"2104",22,14,0,1,0,10721.11,12091.84,19294.68,0,2,0,3
"2105",22,14,0,1,0,1028.615,13771.16,25564.67,0,2,0,3
"2106",28,16,0,1,0,5092.134,23875.74,25564.67,0,2,0,4
"2107",28,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"2108",28,16,0,1,0,25862.32,25243.55,17212.56,0,2,0,4
"2109",28,16,0,1,0,17986.07,17339.27,17948.47,0,2,0,4
"2110",28,16,0,1,0,2306.057,9572.854,24382.49,0,2,0,4
"2111",28,16,0,1,0,17907.7,18153.87,21942.76,0,2,0,4
"2112",23,17,0,1,0,5495.743,14621.56,15418.6,0,2,0,4
"2113",29,12,0,1,0,0,0,0,0,2,0,2
"2114",27,18,0,1,0,20736.88,23218.69,25564.67,0,2,0,4
"2115",27,18,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"2116",29,12,0,1,0,21475.52,21958.31,16132.34,0,2,0,2
"2117",29,12,0,1,0,19757.25,14875.79,25564.67,0,2,0,2
"2118",29,12,0,1,0,22355.23,24976.79,25564.67,0,2,0,2
"2119",29,12,0,1,0,19312.49,19691.76,25564.67,0,2,0,2
"2120",29,12,0,1,0,18613.04,18098.37,19044.94,0,2,0,2
"2121",29,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"2122",29,10,0,1,1,20439.07,19838.56,5454.289,0,2,0,1
"2123",16,9,0,0,1,0,0,4974.028,1,2,0,1
"2124",22,13,0,1,0,25862.32,25243.55,2809.158,0,2,0,3
"2125",22,13,0,1,0,9494.606,12782.9,12166.12,0,2,0,3
"2126",28,15,0,1,0,15979.78,0,7520.15,0,2,0,3
"2127",28,15,0,1,0,7388.395,3680.903,3936.664,0,2,0,3
"2128",23,16,0,1,0,9476.974,18198.63,0,0,2,0,4
"2129",23,16,0,1,0,2846.815,0,8281.18,0,2,0,4
"2130",23,16,0,1,0,1882.855,0,25564.67,0,2,0,4
"2131",23,16,0,1,0,17733.32,19758,25564.67,0,2,0,4
"2132",16,9,0,0,1,0,0,5217.853,1,2,0,1
"2133",27,17,0,1,0,2498.065,0,19210.45,0,2,0,4
"2134",30,12,0,1,0,12839.08,13986,9416.074,1,2,0,2
"2135",26,18,0,1,0,22557.04,25243.55,25564.67,0,2,0,4
"2136",26,18,0,1,0,0,16112.9,25564.67,0,2,0,4
"2137",26,18,0,1,0,13548.33,19668.48,25564.67,0,2,0,4
"2138",29,9,0,1,1,11207.01,2875.258,13388.2,0,2,0,1
"2139",25,18,0,1,0,0,7213.209,6465.054,0,2,0,4
"2140",24,17,0,1,0,101.8819,10326.58,13679.31,0,2,0,4
"2141",24,17,0,1,0,22335.64,24883.69,25564.67,0,2,0,4
"2142",22,12,0,1,0,20062.89,13488.29,13209.4,0,2,0,2
"2143",22,12,0,1,0,12153.33,14913.39,17481.51,0,2,0,2
"2144",22,12,0,1,0,24097.02,9109.161,1439.306,0,2,0,2
"2145",22,12,0,1,0,13791.28,7202.468,14263.02,0,2,0,2
"2146",22,12,0,1,0,21140.49,24516.68,25564.67,0,2,0,2
"2147",22,12,0,1,0,8530.647,10106.37,13425.15,0,2,0,2
"2148",22,12,0,1,0,1222.583,0,0,0,2,0,2
"2149",22,12,0,1,0,16242.32,13726.4,15360.97,0,2,0,2
"2150",22,12,0,1,0,18129.1,17833.4,19371.52,0,2,0,2
"2151",22,12,0,1,0,10983.65,10333.74,16707.18,0,2,0,2
"2152",28,14,0,1,0,8585.507,10120.69,11857.28,0,2,0,3
"2153",28,14,0,1,0,15296,14220.53,12771.99,0,2,0,3
"2154",23,15,0,1,0,6279.45,13278.82,19870.99,0,2,0,3
"2155",23,15,0,1,0,20254.9,21666.48,23209.17,0,2,0,3
"2156",22,10,0,1,1,5317.45,0,7328.046,0,2,0,1
"2157",27,16,0,1,0,10188.19,9667.742,14741.8,0,2,0,4
"2158",27,16,0,1,0,11150.19,18857.47,25112.49,0,2,0,4
"2159",27,16,0,1,0,20721.21,25243.55,25564.67,0,2,0,4
"2160",27,16,0,1,0,17803.86,21097.16,25564.67,0,2,0,4
"2161",27,16,0,1,0,15907.29,9927.339,17342.6,0,2,0,4
"2162",27,16,0,1,0,23291.76,19872.58,25564.67,0,2,0,4
"2163",27,16,0,1,0,25862.32,25243.55,25564.67,0,2,0,4
"2164",26,17,0,1,0,23511.2,21483.87,25564.67,0,2,0,4
"2165",26,17,0,1,0,19230.2,20397.14,25564.67,0,2,0,4
"2166",45,16,0,1,0,25862.32,25243.55,24332.25,0,2,0,4
"2167",25,17,0,1,0,3389.531,1928.177,17846.5,0,2,0,4
"2168",25,17,0,1,0,10462.48,17849.52,0,0,2,0,4
"2169",17,11,0,0,1,0,325.8387,2158.958,0,2,0,1
"2170",17,11,0,0,1,0,1589.806,10363.3,0,2,0,1
"2171",24,16,0,1,0,10654.49,20588.71,23160.41,0,2,0,4
"2172",24,16,0,1,0,4492.599,7356.436,1433.395,0,2,0,4
"2173",24,16,0,1,0,7141.527,19113.48,21527.52,0,2,0,4
"2174",24,16,0,1,0,2564.68,22208.95,25564.67,0,2,0,4
"2175",24,16,0,1,0,15207.83,15862.26,25564.67,0,2,0,4
"2176",23,14,0,1,0,10015.77,16478.13,0,0,2,0,3
"2177",23,14,0,1,0,11914.3,8319.629,10610.08,0,2,0,3
"2178",42,12,1,1,0,25862.32,24856.84,25564.67,0,2,0,2
"2179",17,11,0,0,1,2500.024,3065.032,8541.26,0,2,0,1
"2180",17,11,0,0,1,713.1731,1774.21,2300.82,0,2,0,1
"2181",17,11,0,0,1,0,1955.032,4771.579,0,2,0,1
"2182",28,11,0,1,1,19334.04,22704.87,17709.08,0,2,0,1
"2183",33,18,0,0,0,1976.9,934.5484,25564.67,0,2,0,4
"2184",20,10,1,0,1,5638.77,8228.322,5735.057,0,2,0,1
"2185",26,16,0,1,0,21910.48,23027.13,24373.62,0,2,0,4
"2186",26,16,0,1,0,21226.7,25243.55,25564.67,0,2,0,4
"2187",26,16,0,1,0,17576.58,18608.61,23420.49,0,2,0,4
"2188",26,16,0,1,0,23897.18,25222.06,25564.67,0,2,0,4
"2189",26,16,0,1,0,2938.9,1217.419,14570.38,0,2,0,4
"2190",26,16,0,1,0,11833.97,0,0,0,2,0,4
"2191",26,16,0,1,0,4235.935,0,0,0,2,0,4
"2192",29,7,0,1,1,3115.234,8491.5,5718.802,0,2,0,1
"2193",25,16,0,1,0,10317.5,4667.371,25564.67,0,2,0,4
"2194",25,16,0,1,0,18015.46,10681.06,0,0,2,0,4
"2195",25,16,0,1,0,10004.02,7934.709,22962.39,0,2,0,4
"2196",25,16,0,1,0,3710.851,2112.581,14557.08,0,2,0,4
"2197",25,16,0,1,0,10681.92,10321.21,11812.95,0,2,0,4
"2198",24,15,0,1,0,9647.43,9062.613,19727.65,0,2,0,3
"2199",24,15,0,1,0,0,5174.032,14230.51,0,2,0,3
"2200",28,12,0,1,0,19506.46,17437.74,24951.41,0,2,0,2
"2201",28,12,0,1,0,9353.54,10050.87,17852.41,0,2,0,2
"2202",28,12,0,1,0,25862.32,25243.55,25564.67,0,2,0,2
"2203",28,12,0,1,0,13109.45,12958.35,25564.67,0,2,0,2
"2204",28,12,0,1,0,22517.85,20912.76,25564.67,0,2,0,2
"2205",28,12,0,1,0,905.1813,0,0,0,2,0,2
"2206",28,12,0,1,0,0,5177.613,22779.15,0,2,0,2
"2207",23,13,0,1,0,1171.642,6726.242,5532.608,0,2,0,3
"2208",23,13,0,1,0,18726.67,17435.95,25564.67,0,2,0,3
"2209",23,13,0,1,0,18759.98,22393.36,25564.67,0,2,0,3
"2210",22,8,0,1,1,12523.63,10901.27,9516.56,0,2,0,1
"2211",17,10,0,0,1,456.5092,603.3387,0,0,2,0,1
"2212",17,10,0,0,1,127.3523,350.9032,5643.438,0,2,0,1
"2213",17,10,0,0,1,711.2139,4239.484,8217.638,0,2,0,1
"2214",17,10,0,0,1,374.22,809.2258,17289.4,0,2,0,1
"2215",28,10,0,1,1,22754.92,14249.18,25564.67,0,2,0,1
"2216",38,11,0,1,1,15031.5,12161.66,24286.44,0,2,0,1
"2217",27,14,0,1,0,12188.6,17303.47,23982.03,0,2,0,3
"2218",26,15,0,1,0,25470.47,25243.55,15216.15,0,2,0,3
"2219",25,15,0,1,0,24686.76,24706.45,25564.67,0,2,0,3
"2220",17,9,0,0,1,274.2974,0,7630.98,0,2,0,1
"2221",24,14,0,1,0,16242.32,17790.44,12334.58,0,2,0,3
"2222",24,14,0,1,0,13217.21,14344.06,14545.26,0,2,0,3
"2223",23,12,0,1,0,10834.75,23499.77,6462.098,0,2,0,2
"2224",23,12,0,1,0,4529.825,87.72581,14857.06,0,2,0,2
"2225",23,12,0,1,0,6788.859,8720.661,13407.41,0,2,0,2
"2226",23,12,0,1,0,9453.462,9497.661,19825.18,0,2,0,2
"2227",23,12,0,1,0,13799.12,11762.42,0,0,2,0,2
"2228",23,12,0,1,0,10174.47,15658.16,20280.32,0,2,0,2
"2229",23,12,0,1,0,3838.204,0,5151.355,0,2,0,2
"2230",23,12,0,1,0,14475.06,17230.06,25564.67,0,2,0,2
"2231",27,13,0,1,0,25862.32,25243.55,0,0,2,0,3
"2232",38,10,0,1,1,24518.27,20995.11,25564.67,0,2,0,1
"2233",27,13,0,1,0,12002.47,12165.24,19878.38,0,2,0,3
"2234",26,14,0,1,0,25862.32,22020.97,20033.54,0,2,0,3
"2235",26,14,0,1,0,25862.32,25243.55,22823.49,0,2,0,3
"2236",26,14,0,1,0,321.3198,2819.758,0,0,2,0,3
"2237",26,14,0,1,0,14594.58,22251.92,25564.67,0,2,0,3
"2238",25,14,0,1,0,10262.64,0,9368.786,0,2,0,3
"2239",25,14,0,1,0,19968.85,20744.47,13340.92,0,2,0,3
"2240",25,14,0,1,0,11890.79,17131.6,18071.12,0,2,0,3
"2241",29,12,0,1,0,4496.517,0,14202.43,1,2,0,2
